ano_campeonato,data,horario,fase,tipo_fase,estadio,arbitro,publico,publico_max,time_mandante,time_visitante,tecnico_mandante,tecnico_visitante,valor_equipe_titular_mandante,valor_equipe_titular_visitante,idade_media_titular_mandante,idade_media_titular_visitante,gols_mandante,gols_visitante,gols_1_tempo_mandante,gols_1_tempo_visitante,penalti,gols_penalti_mandante,gols_penalti_visitante,escanteios_mandante,escanteios_visitante,faltas_mandante,faltas_visitante,chutes_bola_parada_mandante,chutes_bola_parada_visitante,defesas_mandante,defesas_visitante,impedimentos_mandante,impedimentos_visitante,chutes_mandante,chutes_visitante,chutes_fora_mandante,chutes_fora_visitante,resultado,pontos_mandante,pontos_visitante,mandante_venceu,visitante_venceu,empate_flag
2020,2020-12-03,20:00:00,4ª Eliminatória ,Jogos De Volta,Estádio Antonio Accioly,Savio Pereira Sampaio,0,13000.0,Atlético-GO,Fluminense,Vagner Mancini,Odair Hellmann,8800000.0,12050000.0,26.2,27.9,3,1,1.0,1.0,0,,,5.0,7.0,21.0,15.0,15.0,19.0,1.0,4.0,1.0,1.0,18.0,7.0,6.0,3.0,mandante,3,0,1,0,0
2020,2020-12-03,19:00:00,4ª Eliminatória ,Jogos De Ida,Estádio Moisés Lucarelli,Daniel Nobre Bins,0,19728.0,Ponte Preta,América-MG,João Brigatti,Lisca,4330000.0,2750000.0,26.4,28.8,2,2,1.0,1.0,0,,,0.0,9.0,19.0,11.0,8.0,19.0,2.0,0.0,5.0,4.0,10.0,12.0,4.0,6.0,empate,1,1,0,0,1
2020,2020-12-03,21:30:00,4ª Eliminatória ,Jogos De Ida,Estádio Augusto Bauer,Rodrigo Carvalhaes de Miranda,0,5000.0,Brusque,Ceará SC,,,,,,,0,2,0.0,1.0,0,,,10.0,1.0,12.0,15.0,13.0,12.0,1.0,4.0,3.0,4.0,19.0,10.0,8.0,6.0,visitante,0,3,0,1,0
2020,2020-12-03,21:30:00,4ª Eliminatória ,Jogos De Ida,Estádio Jornalista Mário Filho,Caio Max Augusto Vieira,0,82238.0,Fluminense,Atlético-GO,Odair Hellmann,Vagner Mancini,12050000.0,9950000.0,27.9,25.4,1,0,0.0,0.0,0,,,8.0,2.0,16.0,14.0,13.0,14.0,0.0,4.0,4.0,2.0,9.0,4.0,2.0,2.0,mandante,3,0,1,0,0
2020,2020-12-03,16:00:00,4ª Eliminatória ,Jogos De Ida,Estádio Alfredo Jaconi ,Thiago Duarte Peixoto,0,23726.0,Juventude,CRB,Pintado,Marcelo Cabo,3830000.0,4700000.0,28.9,30.1,2,0,1.0,0.0,0,,,5.0,8.0,12.0,13.0,11.0,12.0,6.0,2.0,2.0,2.0,9.0,14.0,2.0,4.0,mandante,3,0,1,0,0
2020,2020-12-03,19:00:00,4ª Eliminatória ,Jogos De Ida,Estádio Olímpico Nilton Santos,Ricardo Marques Ribeiro (MG),0,46931.0,Botafogo,Vasco da Gama,Paulo Autuori,Ramon Menezes,11000000.0,22150000.0,27.4,27.6,1,0,0.0,0.0,0,,,4.0,1.0,24.0,14.0,14.0,22.0,2.0,3.0,2.0,0.0,13.0,8.0,6.0,3.0,mandante,3,0,1,0,0
2020,2021-07-03,17:00:00,Final ,Jogo De Volta,Allianz Parque,Bruno Arleu de Araújo,0,43600.0,Palmeiras,Grêmio,Abel Ferreira,Renato Portaluppi,37050000.0,43050000.0,28.8,28.8,2,0,0.0,0.0,0,,,3.0,4.0,23.0,12.0,11.0,22.0,4.0,2.0,5.0,0.0,13.0,9.0,6.0,2.0,mandante,3,0,1,0,0
2020,2021-07-03,15:00:00,Final ,Jogo De Ida,Arena do Grêmio,Marcelo de Lima Henrique  (RJ),0,60540.0,Grêmio,Palmeiras,Renato Portaluppi,Abel Ferreira,51900000.0,39050000.0,29.8,28.8,0,1,0.0,1.0,0,,,7.0,4.0,15.0,20.0,18.0,15.0,1.0,3.0,2.0,1.0,15.0,9.0,7.0,4.0,visitante,0,3,0,1,0
2020,2020-03-11,18:00:00,Oitavas De Final ,Jogos De Volta,Arena Pantanal,Ricardo Marques Ribeiro (MG),0,42968.0,Cuiabá-MT,Botafogo,Marcelo Chamusca,Flávio Tenius,4450000.0,8080000.0,28.6,26.4,0,0,0.0,0.0,0,,,4.0,8.0,20.0,18.0,18.0,18.0,3.0,2.0,2.0,1.0,6.0,18.0,1.0,7.0,empate,1,1,0,0,1
2020,2020-03-11,20:30:00,Oitavas De Final ,Jogos De Volta,Estádio Beira-Rio,Felipe Fernandes,0,56000.0,Internacional,Atlético-GO,Eduardo Coudet,Eduardo Souza,20750000.0,7450000.0,26.8,25.2,2,1,0.0,0.0,0,,,1.0,6.0,23.0,7.0,7.0,22.0,0.0,4.0,3.0,0.0,12.0,10.0,3.0,4.0,mandante,3,0,1,0,0
2020,2020-04-11,18:00:00,Oitavas De Final ,Jogos De Volta,Estádio Governador Plácido Castelo,Leandro Pedro Vuaden,0,60326.0,Ceará SC,Santos,Guto Ferreira,Cuca,6750000.0,33000000.0,30.7,25.8,1,0,0.0,0.0,0,,,8.0,3.0,16.0,9.0,9.0,16.0,0.0,5.0,2.0,1.0,13.0,12.0,6.0,9.0,mandante,3,0,1,0,0
2020,2020-04-11,20:30:00,Oitavas De Final ,Jogos De Volta,Estádio Jornalista Mário Filho,Rodrigo D'Alonso Ferreira,0,78838.0,Flamengo,Athletico-PR,Domènec Torrent,Paulo Autuori,54750000.0,21400000.0,25.8,25.9,3,2,2.0,1.0,0,,,1.0,5.0,15.0,16.0,16.0,14.0,2.0,5.0,1.0,4.0,12.0,9.0,2.0,3.0,mandante,3,0,1,0,0
2020,2020-04-11,20:30:00,Oitavas De Final ,Jogos De Volta,Estádio Raimundo Sampaio,Wagner do Nascimento Magalhães,0,25000.0,América-MG,Corinthians,Lisca,Vagner Mancini,3150000.0,33200000.0,27.8,26.3,1,1,0.0,0.0,0,,,6.0,8.0,9.0,16.0,15.0,8.0,2.0,6.0,7.0,0.0,19.0,10.0,8.0,4.0,empate,1,1,0,0,1
2020,2020-05-11,18:00:00,Oitavas De Final ,Jogos De Volta,Allianz Parque,Vinicius Gonçalves Dias Araujo,0,43600.0,Palmeiras,RB Bragantino,Abel Ferreira,Maurício Barbieri,40250000.0,25350000.0,27.5,25.9,1,0,1.0,0.0,0,,,2.0,5.0,11.0,14.0,13.0,10.0,2.0,0.0,0.0,2.0,13.0,10.0,7.0,8.0,mandante,3,0,1,0,0
2020,2020-05-11,20:30:00,Oitavas De Final ,Jogos De Volta,Estádio Alfredo Jaconi ,Marcelo de Lima Henrique  (RJ),0,23726.0,Juventude,Grêmio,Pintado,Renato Portaluppi,2630000.0,45600000.0,28.6,30.2,0,1,0.0,0.0,0,,,3.0,2.0,14.0,15.0,15.0,14.0,5.0,6.0,0.0,2.0,14.0,11.0,7.0,4.0,visitante,0,3,0,1,0
2020,2020-05-11,19:30:00,Oitavas De Final ,Jogos De Volta,Estádio Cícero Pompeu de Toledo,,0,67428.0,São Paulo,Fortaleza,Fernando Diniz,Rogério Ceni,31200000.0,7100000.0,26.4,28.5,2,2,,,1,10.0,9.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,empate,1,1,0,0,1
2020,2020-05-11,19:15:00,Oitavas De Final ,Jogos De Ida,Estádio Governador Plácido Castelo,Rodolpho Toski Marques,0,60326.0,Fortaleza,São Paulo,Rogério Ceni,Fernando Diniz,7850000.0,30200000.0,29.2,25.9,3,3,2.0,2.0,0,,,2.0,7.0,9.0,7.0,7.0,7.0,3.0,1.0,1.0,0.0,8.0,22.0,3.0,12.0,empate,1,1,0,0,1
2020,2020-05-11,20:30:00,Oitavas De Final ,Jogos De Ida,Estádio Olímpico Nilton Santos,Gilberto Rodrigues Castro Junior,0,46931.0,Botafogo,Cuiabá-MT,Bruno Lazaroni,Marcelo Chamusca,9600000.0,5400000.0,27.2,28.8,0,1,0.0,0.0,0,,,10.0,2.0,13.0,20.0,19.0,13.0,1.0,6.0,0.0,2.0,23.0,6.0,10.0,4.0,visitante,0,3,0,1,0
2020,2020-05-11,15:00:00,Oitavas De Final ,Jogos De Ida,Estádio Urbano Caldeira,Wagner do Nascimento Magalhães,0,20120.0,Santos,Ceará SC,Cuca,Guto Ferreira,25400000.0,6750000.0,26.1,30.7,0,0,0.0,0.0,0,,,6.0,7.0,9.0,21.0,20.0,9.0,3.0,4.0,2.0,0.0,15.0,17.0,6.0,10.0,empate,1,1,0,0,1
2020,2020-05-11,18:00:00,Oitavas De Final ,Jogos De Ida,Estádio Antonio Accioly,,0,13000.0,Atlético-GO,Internacional,Eduardo Souza,Eduardo Coudet,6900000.0,18200000.0,24.3,27.0,1,2,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,visitante,0,3,0,1,0
2020,2020-05-11,20:30:00,Oitavas De Final ,Jogos De Ida,Ligga Arena,Ricardo Marques Ribeiro (MG),0,42372.0,Athletico-PR,Flamengo,Paulo Autuori,Domènec Torrent,15200000.0,44850000.0,26.6,27.0,0,1,0.0,1.0,0,,,10.0,8.0,12.0,21.0,21.0,11.0,2.0,5.0,0.0,0.0,15.0,10.0,6.0,5.0,visitante,0,3,0,1,0
2020,2020-05-11,20:30:00,Oitavas De Final ,Jogos De Ida,Arena do Grêmio,,0,60540.0,Grêmio,Juventude,Renato Portaluppi,Pintado,48800000.0,3630000.0,29.0,30.1,1,0,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,mandante,3,0,1,0,0
2020,2020-05-11,20:30:00,Oitavas De Final ,Jogos De Ida,Neo Química Arena ,Rodrigo D'Alonso Ferreira,0,49205.0,Corinthians,América-MG,Vagner Mancini,Lisca,33500000.0,2950000.0,26.7,28.6,0,1,0.0,0.0,0,,,7.0,0.0,16.0,17.0,15.0,16.0,1.0,3.0,0.0,2.0,14.0,9.0,5.0,4.0,visitante,0,3,0,1,0
2020,2020-05-11,18:00:00,Oitavas De Final ,Jogos De Ida,Estádio Nabi Abi Chedid,Jean Pierre Goncalves Lima,0,13212.0,RB Bragantino,Palmeiras,Maurício Barbieri,Andrey Lopes,18500000.0,40250000.0,27.5,27.4,1,3,0.0,3.0,0,,,12.0,2.0,14.0,15.0,15.0,13.0,1.0,4.0,1.0,2.0,17.0,9.0,7.0,5.0,visitante,0,3,0,1,0
2020,2020-11-11,15:30:00,Quartas De Final ,Jogos De Ida,Allianz Parque,Braulio da Silva Machado,0,43600.0,Palmeiras,Ceará SC,Abel Ferreira,Guto Ferreira,45450000.0,6250000.0,27.0,30.8,3,0,3.0,0.0,0,,,3.0,2.0,13.0,10.0,10.0,12.0,1.0,2.0,3.0,1.0,15.0,3.0,6.0,2.0,mandante,3,0,1,0,0
2020,2020-11-11,18:00:00,Quartas De Final ,Jogos De Ida,Arena Pantanal,Vinicius Gonçalves Dias Araujo,0,42968.0,Cuiabá-MT,Grêmio,Marcelo Chamusca,Renato Portaluppi,4450000.0,50300000.0,28.0,29.7,1,2,1.0,2.0,0,,,6.0,9.0,14.0,14.0,12.0,14.0,3.0,5.0,0.0,3.0,14.0,11.0,7.0,4.0,visitante,0,3,0,1,0
2020,2020-11-11,20:30:00,Quartas De Final ,Jogos De Ida,Estádio Jornalista Mário Filho,Anderson Daronco,0,78838.0,Flamengo,São Paulo,Rogério Ceni,Fernando Diniz,64600000.0,28200000.0,26.8,27.1,1,2,0.0,0.0,0,,,7.0,4.0,10.0,15.0,14.0,9.0,1.0,5.0,4.0,0.0,12.0,4.0,3.0,0.0,visitante,0,3,0,1,0
2020,2020-11-11,20:30:00,Quartas De Final ,Jogos De Ida,Estádio Beira-Rio,Caio Max Augusto Vieira,0,56000.0,Internacional,América-MG,Abel Braga,Lisca,27700000.0,3550000.0,28.9,28.5,0,1,0.0,1.0,0,,,6.0,3.0,20.0,13.0,11.0,17.0,1.0,2.0,1.0,4.0,11.0,9.0,7.0,5.0,visitante,0,3,0,1,0
2020,2020-11-11,15:30:00,Quartas De Final ,Jogos De Volta,Arena do Grêmio,Felipe Fernandes,0,60540.0,Grêmio,Cuiabá-MT,Renato Portaluppi,Allan Aal,53100000.0,4450000.0,29.6,28.6,2,0,2.0,0.0,0,,,4.0,5.0,15.0,11.0,10.0,15.0,0.0,7.0,3.0,1.0,17.0,11.0,5.0,4.0,mandante,3,0,1,0,0
2020,2020-11-11,18:00:00,Quartas De Final ,Jogos De Volta,Estádio Governador Plácido Castelo,Paulo Roberto Alves Júnior,0,60326.0,Ceará SC,Palmeiras,Guto Ferreira,Castanheira,8050000.0,28100000.0,28.9,26.9,2,2,0.0,2.0,0,,,8.0,1.0,9.0,15.0,15.0,8.0,2.0,5.0,3.0,1.0,13.0,8.0,3.0,3.0,empate,1,1,0,0,1
2020,2020-11-11,20:30:00,Quartas De Final ,Jogos De Volta,Estádio Cícero Pompeu de Toledo,Wilton Sampaio,0,67428.0,São Paulo,Flamengo,Fernando Diniz,Rogério Ceni,28200000.0,57650000.0,27.1,26.4,3,0,0.0,0.0,0,,,3.0,9.0,18.0,14.0,14.0,16.0,5.0,3.0,3.0,2.0,8.0,17.0,1.0,8.0,mandante,3,0,1,0,0
2020,2020-11-11,20:30:00,Quartas De Final ,Jogos De Volta,Estádio Raimundo Sampaio,,0,25000.0,América-MG,Internacional,Lisca,Abel Braga,3250000.0,21750000.0,28.1,30.2,0,1,,,1,6.0,5.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,visitante,0,3,0,1,0
2020,2020-11-11,20:30:00,Semi-Finais ,Jogos De Volta,Estádio Cícero Pompeu de Toledo,Bruno Arleu de Araújo,0,67428.0,São Paulo,Grêmio,Fernando Diniz,Renato Portaluppi,28900000.0,57100000.0,27.4,28.4,0,0,0.0,0.0,0,,,10.0,3.0,23.0,15.0,15.0,22.0,0.0,4.0,1.0,0.0,12.0,7.0,6.0,6.0,empate,1,1,0,0,1
2020,2020-11-11,20:30:00,Semi-Finais ,Jogos De Volta,Estádio Raimundo Sampaio,Wilton Sampaio,0,25000.0,América-MG,Palmeiras,Lisca,Abel Ferreira,2500000.0,38300000.0,27.4,27.5,0,2,0.0,0.0,0,,,3.0,3.0,10.0,12.0,12.0,10.0,2.0,2.0,2.0,1.0,14.0,11.0,9.0,6.0,visitante,0,3,0,1,0
2020,2020-11-11,20:30:00,Semi-Finais ,Jogos De Ida,Arena do Grêmio,,0,60540.0,Grêmio,São Paulo,Renato Portaluppi,Fernando Diniz,55750000.0,28100000.0,28.8,27.9,1,0,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,mandante,3,0,1,0,0
2020,2020-11-11,20:30:00,Semi-Finais ,Jogos De Ida,Allianz Parque,Leandro Pedro Vuaden,0,43600.0,Palmeiras,América-MG,Abel Ferreira,Lisca,61800000.0,3050000.0,27.0,27.7,1,1,1.0,1.0,0,,,11.0,2.0,16.0,17.0,17.0,14.0,1.0,5.0,5.0,1.0,24.0,9.0,11.0,5.0,empate,1,1,0,0,1
2021,2021-09-03,16:00:00,1ª Eliminatória,Jogo Único,Estádio Iliê Vidal,,0,8000.0,Águia Negra,EC Vitória,,,,,,,0,1,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,visitante,0,3,0,1,0
2021,2021-09-03,19:30:00,1ª Eliminatória,Jogo Único,Estádio Renato Cunha Lima,,0,3000.0,Campinense-PB,EC Bahia,,,,,,,1,7,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,visitante,0,3,0,1,0
2021,2021-10-03,13:30:00,1ª Eliminatória,Jogo Único,Estádio Aniceto Moscoso,,0,10000.0,Madureira,Paysandu,,,,,,,0,1,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,visitante,0,3,0,1,0
2021,2021-10-03,14:00:00,1ª Eliminatória,Jogo Único,Estádio Municipal Helvídio Nunes de Barros,,0,5400.0,4 de Julho,Confiança,,,,,,,1,0,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,mandante,3,0,1,0,0
2021,2021-10-03,16:00:00,1ª Eliminatória,Jogo Único,Estádio Estadual Kléber José de Andrade,,0,21150.0,Rio Branco-ES,Sampaio Corrêa,Andre Visser,Rafael Guanaes,75000.0,500000.0,29.7,27.8,2,1,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,mandante,3,0,1,0,0
2021,2021-10-03,16:00:00,1ª Eliminatória,Jogo Único,Estádio Olimpico Albino Turbay,,0,4000.0,Cianorte,Paraná,,,,,,,1,0,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,mandante,3,0,1,0,0
2021,2021-10-03,17:15:00,1ª Eliminatória,Jogo Único,Estádio Adauto Moraes,,0,5018.0,Juazeirense,Sport Recife,,,,,,,3,2,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,mandante,3,0,1,0,0
2021,2021-10-03,18:30:00,1ª Eliminatória,Jogo Único,Estádio Governador João Castelo - Castelão,,0,40000.0,Moto Club,Botafogo,,,,,,,0,5,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,visitante,0,3,0,1,0
2021,2021-11-03,14:30:00,1ª Eliminatória,Jogo Único,Estádio José Roriz Aguiar,,0,21564.0,Real Brasília,América-RN,,,,,,,0,2,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,visitante,0,3,0,1,0
2021,2021-11-03,16:00:00,1ª Eliminatória,Jogo Único,Estádio Municipal Parque do Sabiá,,0,53350.0,Uberlândia,Luverdense,,,,,,,1,1,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,empate,1,1,0,0,1
2021,2021-11-03,18:15:00,1ª Eliminatória,Jogo Único,Estádio Flamarion Vasconcelos,,0,5000.0,São Raimundo-RR,Cruzeiro,,,,,,,1,1,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,empate,1,1,0,0,1
2021,2021-11-03,19:00:00,1ª Eliminatória,Jogo Único,Estádio Valmir Campelo Bezerra,,0,20310.0,SE Gama,Ponte Preta,,,,,,,1,2,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,visitante,0,3,0,1,0
2021,2021-11-03,20:30:00,1ª Eliminatória,Jogo Único,Estádio Elcyr Resende de Mendonça,,0,6000.0,Boavista,Goiás,Leandrão,Glauber Ramos,2050000.0,4650000.0,27.1,23.5,3,1,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,mandante,3,0,1,0,0
2021,2021-11-03,18:15:00,1ª Eliminatória,Jogo Único,Estádio Estadual Lourival Baptista,,0,14000.0,Sergipe,Cuiabá-MT,,,,,,,0,0,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,empate,1,1,0,0,1
2021,2021-11-03,20:30:00,1ª Eliminatória,Jogo Único,Estádio José Gomes da Costa,,0,4000.0,Murici,Juventude,,,,,,,0,3,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,visitante,0,3,0,1,0
2021,2021-11-03,14:30:00,1ª Eliminatória,Jogo Único,Estádio Olímpio Perim,,0,2100.0,Rio Branco VN,ABC FC,,,,,,,1,1,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,empate,1,1,0,0,1
2021,2021-11-03,14:30:00,1ª Eliminatória,Jogo Único,Estádio Maximino Porpino Filho,,0,5000.0,Castanhal,Volta Redonda,,,,,,,0,3,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,visitante,0,3,0,1,0
2021,2021-11-03,14:30:00,1ª Eliminatória,Jogo Único,Estádio Municipal Plácido Aderaldo Castelo,,0,10000.0,Guarany Sobral,CSA,,,,,,,1,5,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,visitante,0,3,0,1,0
2021,2021-11-03,14:30:00,1ª Eliminatória,Jogo Único,Estádio Municipal Marcos Pinheiro Neto,,0,2000.0,Sociedade Esportiva Juventude (MA),Operário-PR,,,,,,,0,2,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,visitante,0,3,0,1,0
2021,2021-11-03,15:00:00,1ª Eliminatória,Jogo Único,Estádio Municipal Helvídio Nunes de Barros,,0,5400.0,Picos,Atl. Acreano,,,,,,,1,0,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,mandante,3,0,1,0,0
2021,2021-11-03,15:30:00,1ª Eliminatória,Jogo Único,Estádio Municipal Valdir Doilho Wons,,0,1200.0,Nova Mutum,Tombense,,,,,,,0,0,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,empate,1,1,0,0,1
2021,2021-11-03,16:00:00,1ª Eliminatória,Jogo Único,Arena Pantanal,,0,42000.0,Galvez,Atlético-GO,,,,,,,1,3,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,visitante,0,3,0,1,0
2021,2021-11-03,16:00:00,1ª Eliminatória,Jogo Único,Estádio Municipal Antônio de Figueiredo Carneiro,,0,16000.0,Atl. Alagoinhas,Vila Nova FC,,,,,,,0,3,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,visitante,0,3,0,1,0
2021,2021-11-03,17:00:00,1ª Eliminatória,Jogo Único,Itaipava Arena Pernambuco,,0,46154.0,Retrô,Brusque,,,,,,,1,0,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,mandante,3,0,1,0,0
2021,2021-11-03,18:15:00,1ª Eliminatória,Jogo Único,Estádio Francisco Stédile,,0,30822.0,Caxias-RS,Fortaleza,Lacerda,Enderson Moreira,325000.0,5580000.0,31.1,27.3,0,1,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,visitante,0,3,0,1,0
2021,2021-11-03,19:00:00,1ª Eliminatória,Jogo Único,Estádio Doutor Getúlio Dornelles Vargas,,0,6000.0,Esportivo,Remo,Luiz Carlos Winck,Paulo Bonamigo,300000.0,500000.0,28.5,28.5,0,2,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,visitante,0,3,0,1,0
2021,2021-11-03,19:00:00,1ª Eliminatória,Jogo Único,Estádio dos Plátanos,,0,3500.0,Santa Cruz-RS,Joinville-SC,,,,,,,0,0,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,empate,1,1,0,0,1
2021,2021-11-03,20:30:00,1ª Eliminatória,Jogo Único,Estádio Cornélio de Barros,,0,12070.0,Salgueiro,Corinthians,,,,,,,0,3,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,visitante,0,3,0,1,0
2021,2021-11-03,14:30:00,1ª Eliminatória,Jogo Único,Estádio Estadual Kléber José de Andrade,,0,21150.0,Marília,Criciúma EC,Guilherme Alves,Hemerson Maria,50000.0,300000.0,26.6,28.0,0,0,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,empate,1,1,0,0,1
2021,2021-11-03,15:00:00,1ª Eliminatória,Jogo Único,Estádio Presidente Vargas,,0,8800.0,Treze,América-MG,,,,,,,0,1,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,visitante,0,3,0,1,0
2021,2021-11-03,16:30:00,1ª Eliminatória,Jogo Único,Estádio Municipal Engenheiro Luthero Lopes,,0,19000.0,U. Rondonópolis,Coritiba FC,Júlio César Nunes,Gustavo Morínigo,400000.0,5080000.0,29.7,29.0,0,1,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,visitante,0,3,0,1,0
2021,2021-11-03,16:30:00,1ª Eliminatória,Jogo Único,Estádio Doutor Ronaldo Junqueira,,0,7250.0,Caldense,Vasco da Gama,Marcus Paulo Grippe,Marcelo Cabo,75000.0,19700000.0,24.1,23.5,1,1,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,empate,1,1,0,0,1
2021,2021-11-03,17:00:00,1ª Eliminatória,Jogo Único,Estádio Olímpico Regional Arnaldo Busatto,,0,5000.0,FC Cascavel,Figueirense FC,Tcheco,Jorginho,75000.0,550000.0,30.3,25.5,2,1,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,mandante,3,0,1,0,0
2021,2021-11-03,19:00:00,1ª Eliminatória,Jogo Único,Arena da Amazônia,,0,41000.0,Peñarol-AM,Ypiranga-RS,,,,,,,1,1,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,empate,1,1,0,0,1
2021,2021-11-03,19:00:00,1ª Eliminatória,Jogo Único,Estádio Estadual Kléber José de Andrade,,0,21150.0,Mirassol-SP,RB Bragantino,Eduardo Baptista,Maurício Barbieri,3080000.0,29400000.0,26.2,26.3,2,3,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,visitante,0,3,0,1,0
2021,2021-11-03,14:30:00,1ª Eliminatória,Jogo Único,Estádio de Los Larios,,0,6300.0,Porto Velho,Ferroviário,,,,,,,0,1,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,visitante,0,3,0,1,0
2021,2021-11-03,14:30:00,1ª Eliminatória,Jogo Único,Estádio Olímpico Regional Arnaldo Busatto,,0,25000.0,Palmas,Avaí FC,,,,,,,0,1,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,visitante,0,3,0,1,0
2021,2021-11-03,14:30:00,1ª Eliminatória,Jogo Único,Estádio Giulite Coutinho,,0,12150.0,Ypiranga-AP,Santa Cruz,,,,,,,0,4,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,visitante,0,3,0,1,0
2021,2021-11-03,14:30:00,1ª Eliminatória,Jogo Único,Estádio Jânio Moraes,,0,1810.0,Jaraguá EC,Manaus FC,,,,,,,1,4,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,visitante,0,3,0,1,0
2021,2021-11-03,14:30:00,1ª Eliminatória,Jogo Único,Estádio Valdeir José de Oliveira,,0,8110.0,Goianésia (GO),CRB,,,,,,,2,3,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,visitante,0,3,0,1,0
2021,2021-01-04,17:00:00,2ª Eliminatória,Jogo Único,Estadio Municipal Passo das Emas,,0,10000.0,Luverdense,RB Bragantino,Raul Cabral,Maurício Barbieri,350000.0,29400000.0,26.6,26.4,1,2,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,visitante,0,3,0,1,0
2021,2021-06-04,19:00:00,2ª Eliminatória,Jogo Único,Arena Joinville,,0,22400.0,Coritiba FC,Operário-PR,Gustavo Morínigo,Matheus Costa,5080000.0,1880000.0,29.7,28.5,3,2,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,mandante,3,0,1,0,0
2021,2021-06-04,21:30:00,2ª Eliminatória,Jogo Único,Estádio Governador Plácido Castelo,,0,60326.0,Fortaleza,Ypiranga-RS,Enderson Moreira,Júnior Rocha,10430000.0,200000.0,28.7,29.6,1,0,,,0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,mandante,3,0,1,0,0
